name,domain,country,state,city,employees,revenue,founded_year,type,employees_num,revenue_num,founded_year_num,main_industry,categories_list,category_primary
Tribunal Electoral del Poder Judicial de la Federación,te.gob.mx,Mexico,Ciudad de México,Ciudad de México,201-500,Unknown,1996.0,government,350.5,600000000.0,1996.0,government,"['b2g', 'service-provider']",B2G
Australian Financial Complaints Authority,afca.org.au,Australia,Victoria,Melbourne,501-1K,Unknown,2018.0,nonprofit,251000.0,600000000.0,2018.0,business services,"['b2c', 'b2b', 'service-provider']",B2C
Acas,acas.org.uk,United Kingdom,England,London,501-1K,10m-50m,1975.0,government,251000.0,30000000.0,1975.0,business services,"['b2b', 'b2c', 'service-provider']",B2B
Davis Wright Tremaine,dwt.com,United States,Washington,Seattle,1K-5K,200m-1b,1908.0,partnership,3000.0,600000000.0,1908.0,law firms and legal services,"['b2b', 'media']",B2B
Lainey Feingold,lflegal.com,United States,California,San Francisco,Unknown,Unknown,Unknown,Unknown,3000.0,600000000.0,,law firms and legal services,"['b2b', 'b2c', 'service-provider']",B2B
New Media Rights,newmediarights.org,United States,California,San Diego,11-50,under-1m,2006.0,nonprofit,30.5,500000.0,2006.0,law firms and legal services,"['b2c', 'b2b', 'service-provider']",B2C
Global Center on Adaptation,gca.org,Netherlands,South Holland,Rotterdam,51-200,1m-10m,2018.0,nonprofit,125.5,5500000.0,2018.0,business services,"['b2g', 'b2b', 'service-provider']",B2G
Lambda Legal,lambdalegal.org,United States,New York,Unknown,51-200,10m-50m,1973.0,nonprofit,125.5,30000000.0,1973.0,law firms and legal services,"['b2c', 'b2b', 'service-provider']",B2C
"Tragos, Sartes & Tragos",tragoslaw.com,United States,Florida,Clearwater,11-50,1m-10m,1985.0,partnership,30.5,5500000.0,1985.0,law firms and legal services,['b2c'],B2C
National Immigrant Justice Center,immigrantjustice.org,United States,Illinois,Chicago,51-200,1m-10m,1984.0,nonprofit,125.5,5500000.0,1984.0,organizations,"['b2c', 'service-provider']",B2C
InventHelp,inventhelp.com,United States,Pennsylvania,Pittsburgh,51-200,10m-50m,1984.0,private,125.5,30000000.0,1984.0,business services,"['b2c', 'service-provider']",B2C
Human Rights First,humanrightsfirst.org,United States,New York,Unknown,51-200,1m-10m,1978.0,nonprofit,125.5,5500000.0,1978.0,organizations,"['b2c', 'b2b']",B2C
Immigrant Invest,immigrantinvest.com,Malta,Unknown,Unknown,11-50,Unknown,2007.0,private,30.5,600000000.0,2007.0,law firms and legal services,"['b2c', 'service-provider']",B2C
WriteMyEssay,writemyessay.help,United States,South Carolina,Surfside Beach,1-10,Unknown,2019.0,nonprofit,5.5,600000000.0,2019.0,business services,"['b2c', 'service-provider']",B2C
Via Licensing Alliance,via-la.com,United States,California,San Francisco,51-200,1m-10m,1997.0,private,125.5,5500000.0,1997.0,business services,"['b2b', 'service-provider']",B2B
King & Spalding,kslaw.com,United States,Georgia,Atlanta,1K-5K,over-1b,1885.0,partnership,3000.0,1500000000.0,1885.0,law firms and legal services,"['b2b', 'service-provider']",B2B
Morrison Foerster,mofo.com,United States,California,San Francisco,1K-5K,over-1b,1883.0,partnership,3000.0,1500000000.0,1883.0,law firms and legal services,['b2b'],B2B
Editage,editage.com,United States,New York,Unknown,51-200,10m-50m,2002.0,private,125.5,30000000.0,2002.0,business services,"['b2b', 'b2c', 'service-provider']",B2B
Border Crossing Law Firm,bordercrossinglaw.com,United States,Montana,Helena,1-10,1m-10m,Unknown,Unknown,5.5,5500000.0,,law firms and legal services,"['b2c', 'service-provider']",B2C
Texas Attorney General,texasattorneygeneral.gov,United States,Texas,Austin,1K-5K,Unknown,1836.0,government,3000.0,600000000.0,1836.0,law firms and legal services,"['b2g', 'service-provider']",B2G
Autorité de la concurrence,autoritedelaconcurrence.fr,France,Île-de-France,Paris,201-500,Unknown,2019.0,government,350.5,600000000.0,2019.0,government,['b2g'],B2G
Trademarkia,trademarkia.com,United States,Arizona,Tempe,51-200,1m-10m,2009.0,private,125.5,5500000.0,2009.0,law firms and legal services,"['b2c', 'b2b', 'service-provider']",B2C
National Legal Services Authority,nalsa.gov.in,India,Delhi,New Delhi,51-200,Unknown,1995.0,government,125.5,600000000.0,1995.0,law firms and legal services,"['b2g', 'service-provider']",B2G
USPTO,uspto.report,Mexico,Jalisco,Zapopan,11-50,1m-10m,Unknown,Unknown,30.5,5500000.0,,business services,['b2b'],B2B
ICTY,icty.org,Netherlands,South Holland,The Hague,201-500,1m-10m,1993.0,nonprofit,350.5,5500000.0,1993.0,government,['b2g'],B2G
CMS,cms.law,United Kingdom,England,London,5K-10K,over-1b,1999.0,partnership,7500.0,1500000000.0,1999.0,law firms and legal services,"['b2b', 'service-provider']",B2B
Native American Rights Fund,narf.org,United States,Colorado,Boulder,51-200,10m-50m,1970.0,nonprofit,125.5,30000000.0,1970.0,organizations,"['b2b', 'service-provider']",B2B
Viasna,spring96.org,Belarus,Unknown,Unknown,1-10,Unknown,1996.0,Unknown,5.5,600000000.0,1996.0,organizations,"['b2c', 'service-provider']",B2C
Gibson Dunn,gibsondunn.com,United States,California,Los Angeles,1K-5K,over-1b,1890.0,partnership,3000.0,1500000000.0,1890.0,law firms and legal services,"['b2b', 'service-provider']",B2B
Taylor Wessing,taylorwessing.com,United Kingdom,England,London,1K-5K,200m-1b,2002.0,partnership,3000.0,600000000.0,2002.0,law firms and legal services,"['b2b', 'saas']",B2B
Institute for Justice,ij.org,United States,Virginia,Arlington,201-500,1m-10m,1991.0,nonprofit,350.5,5500000.0,1991.0,organizations,"['b2c', 'service-provider']",B2C
Fish & Richardson,fr.com,United States,Massachusetts,Boston,1K-5K,50m-100m,1878.0,private,3000.0,75000000.0,1878.0,law firms and legal services,"['b2b', 'service-provider']",B2B
International Commission of Jurists,icj.org,Switzerland,Geneva,Unknown,51-200,1m-10m,1952.0,nonprofit,125.5,5500000.0,1952.0,organizations,['b2c'],B2C
openJur,openjur.de,Germany,Bavaria,Unknown,51-200,1m-10m,Unknown,Unknown,125.5,5500000.0,,business services,"['b2b', 'service-provider']",B2B
Littler,littler.com,United States,Massachusetts,Boston,1K-5K,200m-1b,1942.0,private,3000.0,600000000.0,1942.0,law firms and legal services,"['b2b', 'service-provider']",B2B
Spravedlivaya Rossiya,spravedlivo.ru,Russia,Moscow,Moscow,Unknown,Unknown,Unknown,Unknown,3000.0,600000000.0,,organizations,"['b2c', 'service-provider']",B2C
WilmerHale,wilmerhale.com,United States,Connecticut,Washington,1K-5K,over-1b,2004.0,partnership,3000.0,1500000000.0,2004.0,law firms and legal services,"['b2b', 'service-provider', 'media']",B2B
Center for Constitutional Rights,ccrjustice.org,United States,New York,Unknown,51-200,Unknown,1966.0,nonprofit,125.5,600000000.0,1966.0,organizations,['b2c'],B2C
Fenwick,fenwick.com,United States,California,Mountain View,1K-5K,200m-1b,1972.0,private,3000.0,600000000.0,1972.0,law firms and legal services,"['b2b', 'service-provider']",B2B
Zillow,zillow.com,United States,Washington,Seattle,5K-10K,200m-1b,2006.0,public,7500.0,600000000.0,2006.0,real estate,"['b2c', 'b2b', 'media']",B2C
Mission Sands,missionsands.com,United States,California,San Diego,Unknown,10m-50m,Unknown,Unknown,3000.0,30000000.0,,real estate,"['b2c', 'service-provider']",B2C
United Rent-A-Fence,unitedrentafence.com,United States,Illinois,Addison,1-10,under-1m,2009.0,private,5.5,500000.0,2009.0,retail,"['b2b', 'service-provider']",B2B
Beach Houses Mauritius,beachhousesmauritius.com,Seychelles,Unknown,Unknown,Unknown,under-1m,Unknown,Unknown,3000.0,500000.0,,hospitality,"['b2c', 'service-provider']",B2C
Blue Fence Real Estate,bluefence.com,United States,Illinois,Lake Forest,1-10,10m-50m,2006.0,private,5.5,30000000.0,2006.0,real estate,"['b2c', 'b2b', 'service-provider']",B2C
NoVa Park,nova-park.pl,Poland,Lubusz Voivodeship,Gorzów Wielkopolski,Unknown,Unknown,2011.0,Unknown,3000.0,600000000.0,2011.0,real estate,['b2c'],B2C
Realtor.com,realtor.com,United States,Texas,Austin,1K-5K,50m-100m,1996.0,public,3000.0,75000000.0,1996.0,media and internet,"['b2c', 'b2b', 'media']",B2C
WeWork,wework.com,United States,New York,New York City,5K-10K,over-1b,2010.0,private,7500.0,1500000000.0,2010.0,real estate,"['b2b', 'b2c', 'service-provider']",B2B
Vrbo,vrbo.com,United States,Texas,Kerrville,11-50,1m-10m,2007.0,Unknown,30.5,5500000.0,2007.0,hospitality,"['b2c', 'b2b', 'e-commerce']",B2C
Real Estate,realestate.com.au,Australia,Unknown,Unknown,11-50,10m-50m,2017.0,public,30.5,30000000.0,2017.0,finance,"['b2c', 'e-commerce', 'media']",B2C
Redfin,redfin.com,United States,Washington,Seattle,5K-10K,200m-1b,2006.0,public,7500.0,600000000.0,2006.0,real estate,"['b2c', 'service-provider']",B2C
Placeholder,placehold.it,Italy,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,3000.0,600000000.0,,real estate,"['b2b', 'saas']",B2B
Peerspace,peerspace.com,United States,California,San Francisco,51-200,50m-100m,2013.0,private,125.5,75000000.0,2013.0,real estate,"['b2c', 'b2b', 'service-provider']",B2C
General Services Administration,gsa.gov,United States,Connecticut,Washington,over-10K,over-1b,1949.0,government,12000.0,1500000000.0,1949.0,government,"['b2g', 'service-provider']",B2G
Iberia,iberia.com,Netherlands,North Holland,Amsterdam,over-10K,over-1b,1927.0,private,12000.0,1500000000.0,1927.0,transportation,['b2c'],B2C
Hertz,hertz.com,United States,Delaware,Middletown,over-10K,over-1b,1918.0,public,12000.0,1500000000.0,1918.0,consumer services,"['b2c', 'b2b', 'service-provider']",B2C
Housing,housing.com,India,Haryana,Gurgaon,1K-5K,10m-50m,2012.0,private,3000.0,30000000.0,2012.0,real estate,"['b2c', 'b2b', 'service-provider']",B2C
Domain,domain.com.au,Australia,New South Wales,Sydney,1K-5K,200m-1b,1999.0,public,3000.0,600000000.0,1999.0,real estate,"['b2c', 'b2b', 'service-provider']",B2C
Conrad Electronic,conrad.de,Germany,Bavaria,Hirschau,1K-5K,over-1b,1923.0,private,3000.0,1500000000.0,1923.0,retail,"['b2c', 'b2b', 'e-commerce', 'service-provider']",B2C
Rightmove,rightmove.co.uk,United Kingdom,England,London,1K-5K,200m-1b,2000.0,public,3000.0,600000000.0,2000.0,real estate,"['b2c', 'media']",B2C
PropertyGuru,propertyguru.com.sg,Singapore,Central Singapore,Singapore,1-10,50m-100m,2007.0,private,5.5,75000000.0,2007.0,real estate,"['b2b', 'b2c', 'media']",B2B
Wizz Air,wizzair.com,Hungary,Budapest,Budapest,5K-10K,over-1b,2003.0,public,7500.0,1500000000.0,2003.0,transportation,"['b2c', 'e-commerce']",B2C
Compass,compass.com,United States,New York,Unknown,over-10K,over-1b,2012.0,public,12000.0,1500000000.0,2012.0,real estate,"['b2c', 'service-provider']",B2C
easyJet,easyjet.com,United Kingdom,England,Luton,over-10K,Unknown,1995.0,public,12000.0,600000000.0,1995.0,transportation,"['b2c', 'service-provider']",B2C
Zipcar,zipcar.com,United States,Massachusetts,Boston,201-500,200m-1b,2000.0,public,350.5,600000000.0,2000.0,consumer services,"['b2c', 'b2b', 'mobile']",B2C
Apartments.com,apartments.com,United States,Georgia,Atlanta,501-1K,50m-100m,1992.0,public,251000.0,75000000.0,1992.0,real estate,"['b2c', 'b2b', 'e-commerce', 'saas']",B2C
Kiwi,kiwi.com,Czech Republic,Jihomoravský kraj,Brno,501-1K,50m-100m,2012.0,private,251000.0,75000000.0,2012.0,hospitality,"['b2c', 'e-commerce']",B2C
Coldwell Banker,coldwellbanker.com,United States,New Jersey,Madison,over-10K,over-1b,1906.0,public,12000.0,1500000000.0,1906.0,real estate,"['b2c', 'b2b', 'service-provider']",B2C
U-Haul,uhaul.com,United States,Arizona,Phoenix,over-10K,over-1b,1945.0,public,12000.0,1500000000.0,1945.0,transportation,['b2c'],B2C
Sixt,sixt.com,Germany,Bavaria,Munich,over-10K,over-1b,2017.0,public,12000.0,1500000000.0,2017.0,consumer services,"['b2b', 'b2c', 'service-provider']",B2B
Dallas Market Center,dallasmarketcenter.com,United States,Texas,Dallas,201-500,10m-50m,1957.0,private,350.5,30000000.0,1957.0,hospitality,"['b2b', 'service-provider']",B2B
Sulekha,sulekha.com,India,Tamil Nadu,Chennai,1K-5K,50m-100m,2007.0,Unknown,3000.0,75000000.0,2007.0,business services,"['b2c', 'b2b', 'service-provider']",B2C
SpotHero,spothero.com,United States,Illinois,Chicago,201-500,50m-100m,2011.0,private,350.5,75000000.0,2011.0,consumer services,"['b2c', 'b2b', 'mobile', 'saas']",B2C
BabyQuip,babyquip.com,United States,New Mexico,Santa Fe,51-200,Unknown,2016.0,private,125.5,600000000.0,2016.0,retail,"['b2c', 'e-commerce']",B2C
The RSA,thersa.org,United Kingdom,England,London,1K-5K,1m-10m,1754.0,nonprofit,3000.0,5500000.0,1754.0,organizations,"['b2b', 'media']",B2B
Airbnb,airbnb.io,United States,California,San Francisco,over-10K,Unknown,2008.0,Unknown,12000.0,600000000.0,2008.0,real estate,"['b2c', 'e-commerce']",B2C
Rent the Runway,renttherunway.com,United States,New Jersey,Secaucus,501-1K,200m-1b,2009.0,private,251000.0,600000000.0,2009.0,retail,"['b2c', 'e-commerce']",B2C
Bolt,bolt.eu,Estonia,Harju County,Tallinn,over-10K,over-1b,2013.0,private,12000.0,1500000000.0,2013.0,transportation,"['b2c', 'b2b', 'service-provider', 'mobile']",B2C
Westfield,westfield.com,France,Île-de-France,Paris,1K-5K,1m-10m,1959.0,public,3000.0,5500000.0,1959.0,real estate,"['b2c', 'b2b', 'service-provider']",B2C
Outdoorsy,outdoorsy.com,United States,Texas,Austin,201-500,10m-50m,2015.0,private,350.5,30000000.0,2015.0,consumer services,"['b2c', 'service-provider']",B2C
nextbike,nextbike.de,Germany,Saxony,Leipzig,Unknown,10m-50m,2004.0,private,3000.0,30000000.0,2004.0,retail,"['b2c', 'b2b', 'mobile']",B2C
Turo,turo.com,United States,California,San Francisco,1K-5K,200m-1b,2017.0,private,3000.0,600000000.0,2017.0,consumer services,"['b2c', 'e-commerce']",B2C
Mansion Global,mansionglobal.com,United States,New York,Unknown,51-200,Unknown,2015.0,public,125.5,600000000.0,2015.0,real estate,"['b2c', 'media']",B2C
Starwood Hotels,starwoodhotels.com,United States,Florida,Coconut Grove,201-500,over-1b,1980.0,private,350.5,1500000000.0,1980.0,hospitality,"['b2c', 'b2b', 'service-provider']",B2C
Lime,li.me,United States,California,San Francisco,1K-5K,200m-1b,2017.0,private,3000.0,600000000.0,2017.0,retail,"['b2c', 'b2b', 'mobile', 'service-provider']",B2C
Tutu,tutu.ru,Russia,Moscow,Moscow,201-500,1m-10m,2003.0,self-employed,350.5,5500000.0,2003.0,hospitality,"['b2c', 'e-commerce']",B2C
Apartment List,apartmentlist.com,United States,California,San Francisco,201-500,10m-50m,2009.0,private,350.5,30000000.0,2009.0,real estate,"['b2c', 'e-commerce', 'saas']",B2C
Happiest Baby,happiestbaby.com,United States,California,Los Angeles,51-200,50m-100m,2001.0,private,125.5,75000000.0,2001.0,retail,"['b2c', 'e-commerce']",B2C
iProperty,iproperty.com.my,Malaysia,Kuala Lumpur,Kuala Lumpur,51-200,1m-10m,2003.0,Unknown,125.5,5500000.0,2003.0,real estate,"['b2c', 'b2b', 'e-commerce']",B2C
Life Time,lifetime.life,United States,Minnesota,Chanhassen,over-10K,over-1b,1992.0,public,12000.0,1500000000.0,1992.0,hospitality,"['b2c', 'b2b', 'service-provider']",B2C
Divvy,divvybikes.com,United States,Illinois,Chicago,1-10,1m-10m,2013.0,Unknown,5.5,5500000.0,2013.0,retail,"['b2c', 'service-provider']",B2C
RentCafe,rentcafe.com,United States,California,Santa Barbara,Unknown,Unknown,Unknown,Unknown,3000.0,600000000.0,,real estate,"['b2c', 'e-commerce']",B2C
Capital Factory,capitalfactory.com,United States,Texas,Austin,201-500,10m-50m,2009.0,partnership,350.5,30000000.0,2009.0,finance,"['b2b', 'service-provider']",B2B
Camping World,campingworld.com,United States,Illinois,Lincolnshire,over-10K,over-1b,1966.0,public,12000.0,1500000000.0,1966.0,retail,"['b2c', 'e-commerce']",B2C
ApartmentGuide,apartmentguide.com,United States,Georgia,Atlanta,11-50,10m-50m,1975.0,Unknown,30.5,30000000.0,1975.0,real estate,"['b2c', 'b2b', 'saas']",B2C
Homegate,homegate.ch,Switzerland,Unknown,Unknown,51-200,1m-10m,2001.0,Unknown,125.5,5500000.0,2001.0,real estate,"['b2c', 'b2b', 'service-provider']",B2C
CBRE,cbre.com,United States,Texas,Dallas,over-10K,over-1b,1906.0,public,12000.0,1500000000.0,1906.0,real estate,"['b2b', 'service-provider']",B2B
Expedia,expedia.co.uk,United Kingdom,England,London,Unknown,10m-50m,1999.0,public,3000.0,30000000.0,1999.0,hospitality,"['b2c', 'e-commerce']",B2C
GuestReady,guestready.com,United Kingdom,England,London,201-500,10m-50m,2016.0,private,350.5,30000000.0,2016.0,real estate,"['b2b', 'service-provider']",B2B
Sotheby's International Realty,sothebysrealty.com,United States,New Jersey,Madison,5K-10K,over-1b,1976.0,public,7500.0,1500000000.0,1976.0,real estate,['b2c'],B2C
Savills,savills.com,United Kingdom,England,London,over-10K,over-1b,1855.0,public,12000.0,1500000000.0,1855.0,business services,"['b2b', 'b2c', 'service-provider']",B2B
BookScouter,bookscouter.com,United States,Delaware,Wilmington,1-10,Unknown,2007.0,private,5.5,600000000.0,2007.0,retail,"['b2c', 'e-commerce']",B2C
AEG,aegworldwide.com,United States,California,Los Angeles,over-10K,over-1b,1994.0,private,12000.0,1500000000.0,1994.0,hospitality,"['b2b', 'b2c', 'media']",B2B
Rentcars,rentcars.com,Brazil,Paraná,Curitiba,201-500,10m-50m,2009.0,private,350.5,30000000.0,2009.0,consumer services,"['b2c', 'e-commerce']",B2C
IMAX,imax.com,United States,California,Los Angeles,1K-5K,200m-1b,1967.0,public,3000.0,600000000.0,1967.0,media and internet,"['b2c', 'b2b']",B2C
Homes.com,homes.com,United States,Virginia,Arlington,501-1K,10m-50m,1997.0,public,251000.0,30000000.0,1997.0,real estate,"['b2c', 'e-commerce']",B2C
Mall of America,mallofamerica.com,United States,Minnesota,Bloomington,1K-5K,10m-50m,1992.0,private,3000.0,30000000.0,1992.0,hospitality,['b2c'],B2C
Bird,bird.co,United States,California,Los Angeles,501-1K,200m-1b,2017.0,private,251000.0,600000000.0,2017.0,business services,"['b2c', 'b2b', 'service-provider', 'mobile']",B2C
Mecum Auctions,mecum.com,United States,Wisconsin,Walworth,201-500,200m-1b,2011.0,private,350.5,600000000.0,2011.0,retail,"['b2b', 'b2c', 'e-commerce']",B2B
Goo-net,goo-net.com,Japan,Unknown,Unknown,Unknown,1m-10m,Unknown,Unknown,3000.0,5500000.0,,retail,"['b2c', 'b2b', 'e-commerce']",B2C
RE/MAX Lakes Realty,sellboji.com,United States,Iowa,Arnolds Park,11-50,1m-10m,Unknown,public,30.5,5500000.0,,real estate,"['b2c', 'service-provider']",B2C
CubeSmart,cubesmart.com,United States,Pennsylvania,Malvern,1K-5K,over-1b,2004.0,public,3000.0,1500000000.0,2004.0,real estate,"['b2b', 'b2c', 'service-provider']",B2B
Extra Space Storage,extraspace.com,United States,Utah,Salt Lake City,5K-10K,over-1b,1977.0,public,7500.0,1500000000.0,1977.0,real estate,"['b2c', 'b2b']",B2C
Hawaii Time Share Exchange,htse.net,United States,Hawaii,Koloa,1-10,under-1m,Unknown,private,5.5,500000.0,,hospitality,"['b2c', 'service-provider']",B2C
Predator Ridge,predatorridge.com,Canada,British Columbia,Vernon,51-200,1m-10m,1991.0,private,125.5,5500000.0,1991.0,hospitality,"['b2c', 'saas']",B2C
Citi Bike,citibikenyc.com,United States,New York,Unknown,51-200,10m-50m,2011.0,private,125.5,30000000.0,2011.0,transportation,"['b2c', 'service-provider']",B2C
IFEMA,ifema.es,Spain,Madrid,Madrid,501-1K,50m-100m,1980.0,self-owned,251000.0,75000000.0,1980.0,real estate,"['b2b', 'service-provider']",B2B
